353,0
157,0
137,0
423,0
380,0
72,0
384,0
360,0
447,0
483,0
66,0
449,0
355,0
58,0
26,0
469,0
378,0
30,0
3,0
324,0
415,0
210,0
45,0
69,0
452,0
147,0
359,0
364,0
67,0
1,0
418,0
397,0
52,0
358,0
370,0
64,0
476,0
21,0
419,0
416,0
368,0
198,0
31,0
183,1
414,1
136,1
138,1
160,1
70,1
9,1
145,1
498,1
151,1
96,1
376,1
203,1
142,1
19,1
257,1
336,1
202,1
194,1
493,1
33,1
232,1
398,1
230,1
215,1
206,1
122,1
305,1
223,1
409,0
425,0
354,0
20,0
50,0
47,0
23,0
374,0
460,0
497,0
347,0
433,0
451,0
455,0
48,0
446,0
65,0
73,0
222,0
417,0
4,0
11,0
8,0
482,0
459,0
42,0
14,0
385,0
458,0
434,0
478,0
35,0
400,0
150,0
461,0
190,0
402,0
156,0
44,0
426,0
485,0
197,0
424,0
162,1
174,1
129,1
242,1
213,1
176,1
63,1
249,1
196,1
62,1
173,1
491,1
244,1
123,1
126,1
235,1
500,1
494,1
187,1
132,1
217,1
221,1
125,1
175,1
133,1
127,1
172,1
247,1
152,1
381,0
365,0
352,0
396,0
432,0
391,0
375,0
59,0
406,0
37,0
15,0
387,0
413,0
51,0
401,0
404,0
369,0
68,0
356,0
54,0
407,0
18,0
431,0
181,0
325,0
441,0
12,0
438,0
61,0
456,0
226,0
466,0
457,0
22,0
477,0
148,0
363,0
379,0
473,0
383,0
472,0
420,0
361,0
323,1
57,1
245,1
191,1
205,1
390,1
168,1
153,1
212,1
169,1
495,1
351,1
464,1
143,1
83,1
131,1
185,1
184,1
218,1
327,1
171,1
159,1
124,1
186,1
240,1
465,1
489,1
155,1
220,1
470,0
56,0
36,0
372,0
367,0
392,0
7,0
442,0
428,0
486,0
46,0
362,0
10,0
405,0
6,0
25,0
421,0
348,0
346,0
448,0
474,0
481,0
422,0
39,0
475,0
445,0
403,0
53,0
410,0
479,0
427,0
32,0
29,0
74,0
41,0
408,0
386,0
40,0
236,0
149,0
55,0
38,0
454,0
140,1
233,1
200,1
366,1
166,1
487,1
382,1
209,1
248,1
214,1
394,1
256,1
207,1
208,1
158,1
82,1
141,1
177,1
165,1
231,1
161,1
436,1
43,1
192,1
167,1
204,1
105,1
164,1
488,1
75,0
24,0
27,0
357,0
49,0
13,0
450,0
170,0
443,0
462,0
490,0
444,0
468,0
435,0
350,0
243,0
349,0
430,0
211,0
228,0
371,0
178,0
16,0
429,0
480,0
471,0
2,0
496,0
437,0
412,0
154,0
395,0
17,0
399,0
34,0
463,0
484,0
28,0
189,0
373,0
393,0
5,0
234,0
467,0
199,1
411,1
121,1
377,1
60,1
144,1
195,1
453,1
201,1
224,1
250,1
499,1
71,1
193,1
146,1
135,1
182,1
219,1
139,1
280,1
439,1
241,1
94,1
216,1
492,1
389,1
188,1
440,1
